datetime,portfolio_value
2025-03-20 14:55:00-04:00,20744.778049062643
2025-03-20 15:00:00-04:00,20760.0143377701
2025-03-20 15:05:00-04:00,20751.532110252465
2025-03-20 15:10:00-04:00,20766.976411321808
2025-03-20 15:15:00-04:00,20777.26859212341
2025-03-20 15:20:00-04:00,20787.479786173448
2025-03-20 15:25:00-04:00,20744.66682129
2025-03-20 15:30:00-04:00,20761.50883373603
2025-03-20 15:35:00-04:00,20755.518129978496
2025-03-20 15:40:00-04:00,20772.749235382456
2025-03-20 15:45:00-04:00,20791.74528663348
2025-03-20 15:50:00-04:00,20778.225972361888
2025-03-20 15:55:00-04:00,20770.233960928694
2025-03-21 09:30:00-04:00,20583.33888044403
2025-03-21 09:35:00-04:00,20566.126540810063
2025-03-21 09:40:00-04:00,20575.008250483817
2025-03-21 09:45:00-04:00,20570.78372828602
2025-03-21 09:50:00-04:00,20560.720099246093
2025-03-21 09:55:00-04:00,20575.033115158443
2025-03-21 10:00:00-04:00,20550.184974270207
2025-03-21 10:05:00-04:00,20527.715317830713
2025-03-21 10:10:00-04:00,20546.078685318553
2025-03-21 10:15:00-04:00,20568.25052126593
2025-03-21 10:20:00-04:00,20577.40054877946
2025-03-21 10:25:00-04:00,20578.106116132843
2025-03-21 10:30:00-04:00,20579.83657939753
2025-03-21 10:35:00-04:00,20573.607814118746
2025-03-21 10:40:00-04:00,20597.45650097518
2025-03-21 10:45:00-04:00,20600.628538386423
2025-03-21 10:50:00-04:00,20612.736247375986
2025-03-21 10:55:00-04:00,20645.814035901938
2025-03-21 11:00:00-04:00,20650.986645153527
2025-03-21 11:05:00-04:00,20667.422867716272
2025-03-21 11:10:00-04:00,20640.18078620404
2025-03-21 11:15:00-04:00,20639.892746498866
2025-03-21 11:20:00-04:00,20640.54066483085
2025-03-21 11:25:00-04:00,20628.407167853657
2025-03-21 11:30:00-04:00,20635.53991630185
2025-03-21 11:35:00-04:00,20635.01388238691
2025-03-21 11:40:00-04:00,20608.231086862015
2025-03-21 11:45:00-04:00,20612.714472885807
2025-03-21 11:50:00-04:00,20611.466287749234
2025-03-21 11:55:00-04:00,20619.61471335458
2025-03-21 12:00:00-04:00,20628.99902846121
2025-03-21 12:05:00-04:00,20650.599471745205
2025-03-21 12:10:00-04:00,20667.613403315318
2025-03-21 12:15:00-04:00,20694.380518776405
2025-03-21 12:20:00-04:00,20703.922992148986
2025-03-21 12:25:00-04:00,20708.246371665136
2025-03-21 12:30:00-04:00,20699.416004700965
2025-03-21 12:35:00-04:00,20700.573125701674
2025-03-21 12:40:00-04:00,20696.521802161828
2025-03-21 12:45:00-04:00,20726.864709295915
2025-03-21 12:50:00-04:00,20718.468780424926
2025-03-21 12:55:00-04:00,20749.27793293507
2025-03-21 13:00:00-04:00,20732.07244457508
2025-03-21 13:05:00-04:00,20744.067241080757
2025-03-21 13:10:00-04:00,20727.0588477473
2025-03-21 13:15:00-04:00,20715.910919843318
2025-03-21 13:20:00-04:00,20726.974834450575
2025-03-21 13:25:00-04:00,20700.119551344014
2025-03-21 13:30:00-04:00,20698.712582042717
2025-03-21 13:35:00-04:00,20716.96082067329
2025-03-21 13:40:00-04:00,20732.686679473238
2025-03-21 13:45:00-04:00,20753.55139138372
2025-03-21 13:50:00-04:00,20755.900661824777
2025-03-21 13:55:00-04:00,20733.65428837881
